numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07149;20240301000000;100700;270;3;270;5.600000;279.850000;278.150000;89;15000;1;6;2;90;7;450;35;mq;mq;99610;mq;mq;-1220;mq;mq;mq;mq;mq;mq;mq;9.100000;9.200000;-10;2;0.000000;0.000000;-60;-0.100000;1.400000;1.400000;1.400000;1.800000;mq;mq;mq;mq;4;7;420;7;6;1900;mq;mq;mq;mq;mq;mq;
07168;20240301000000;100580;-70;5;220;7.900000;283.050000;280.950000;87;19550;0;mq;mq;100;8;450;mq;mq;mq;99170;mq;mq;-1460;mq;mq;mq;mq;281.850000;mq;mq;12.500000;12.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;mq;510;7;mq;660;8;mq;840;mq;mq;mq;
07181;20240301000000;100730;-60;6;200;5.000000;279.750000;274.850000;71;31040;0;mq;mq;100;8;800;mq;mq;mq;96550;mq;mq;-1320;mq;mq;mq;mq;273.050000;mq;mq;8.800000;8.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;930;8;mq;1140;mq;mq;mq;mq;mq;mq;
07190;20240301000000;100840;-40;6;260;1.300000;275.550000;274.950000;96;4850;10;mq;mq;90;7;4080;mq;mq;mq;98980;mq;mq;-1280;mq;mq;mq;mq;273.650000;mq;mq;1.800000;2.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;4080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20240301000000;100990;-120;8;250;10.200000;282.850000;277.850000;71;20000;1;0;mq;0;0;mq;30;20;10;100470;mq;mq;-810;mq;mq;mq;mq;mq;mq;mq;16.000000;16.700000;-10;1;mq;mq;mq;0.000000;0.000000;0.400000;2.000000;2.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20240301000000;101090;20;0;230;3.300000;277.750000;276.450000;91;38690;0;mq;mq;mq;0;mq;mq;mq;mq;100770;mq;mq;-790;mq;mq;mq;mq;280.650000;mq;mq;5.200000;5.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;0.200000;2.000000;mq;mq;mq;mq;mq;8;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20240301000000;101020;160;1;260;3.300000;279.250000;277.550000;89;60000;0;mq;mq;75;6;800;mq;mq;mq;99650;mq;mq;-960;mq;mq;mq;mq;280.450000;mq;mq;5.300000;8.100000;-10;0;0.000000;mq;mq;0.000000;-0.100000;0.200000;2.200000;3.200000;mq;mq;mq;mq;4;mq;840;5;mq;1200;6;mq;1380;mq;mq;mq;
07255;20240301000000;101020;190;3;270;4.300000;280.350000;277.450000;82;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99010;mq;mq;-1110;mq;mq;mq;mq;280.250000;mq;mq;8.000000;9.700000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;0.800000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20240301000000;100880;-90;6;180;1.600000;276.750000;276.050000;95;7730;0;mq;mq;100;8;1250;mq;mq;mq;98190;mq;mq;-1280;mq;mq;mq;mq;277.350000;mq;mq;2.300000;2.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;1320;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20240301000000;100910;-10;8;100;1.200000;278.650000;277.450000;92;6590;0;mq;mq;90;7;2880;mq;mq;mq;97610;mq;mq;-1170;mq;mq;mq;mq;277.250000;mq;mq;1.700000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;2880;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20240301000000;101310;90;1;290;9.200000;283.150000;277.750000;69;10000;1;0;mq;50;4;450;38;mq;mq;101030;mq;mq;-790;mq;mq;mq;mq;mq;mq;mq;12.700000;14.100000;-10;mq;mq;mq;mq;-0.100000;-0.100000;0.400000;2.600000;3.000000;mq;mq;mq;mq;4;6;500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20240301000000;101210;150;1;240;3.400000;277.750000;277.050000;95;60000;0;mq;mq;mq;1;1250;mq;mq;mq;99730;mq;mq;-890;mq;mq;mq;mq;279.550000;mq;mq;4.400000;4.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;1.600000;2.200000;mq;mq;mq;mq;1;mq;1140;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20240301000000;101250;120;2;280;4.500000;278.650000;277.950000;95;37760;0;mq;mq;90;7;250;mq;mq;mq;96410;mq;mq;-940;mq;mq;mq;mq;279.350000;mq;mq;7.700000;8.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;2.200000;2.800000;3.400000;mq;mq;mq;mq;7;mq;240;7;mq;360;7;mq;600;mq;mq;mq;
07460;20240301000000;101020;100;1;320;3.100000;281.850000;277.450000;74;60000;0;mq;mq;100;7;800;mq;mq;mq;97080;mq;mq;-1150;mq;mq;mq;mq;280.250000;mq;mq;5.700000;6.900000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;6;mq;870;7;mq;1410;7;mq;1800;mq;mq;mq;
07471;20240301000000;mq;-10;4;280;1.400000;277.750000;275.950000;88;20000;61;mq;mq;100;8;1750;mq;mq;mq;91320;92500;728;-980;mq;mq;mq;mq;274.750000;mq;mq;2.300000;3.700000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1920;mq;8;mq;mq;mq;mq;mq;mq;mq;
07481;20240301000000;100950;-50;7;220;0.600000;280.250000;276.650000;78;9000;3;2;2;100;4;1750;35;27;mq;98060;mq;mq;-1120;mq;mq;mq;mq;mq;mq;mq;0.900000;3.600000;-10;0;0.000000;0.000000;-60;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;4;6;1900;7;3;2600;mq;mq;mq;mq;mq;mq;
07510;20240301000000;101520;170;3;270;3.400000;280.050000;278.950000;93;37880;0;mq;mq;mq;2;800;mq;mq;mq;100930;mq;mq;-740;mq;mq;mq;mq;278.350000;mq;mq;4.100000;12.100000;-10;2;0.000000;mq;mq;0.400000;1.200000;1.800000;2.400000;3.200000;mq;mq;mq;mq;1;mq;960;mq;8;mq;mq;mq;mq;mq;mq;mq;
07535;20240301000000;101340;90;3;280;2.900000;280.450000;280.050000;97;20000;0;mq;mq;90;7;150;mq;mq;mq;98190;mq;mq;-920;mq;mq;mq;mq;281.050000;mq;mq;6.900000;6.900000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;1.000000;3.200000;3.200000;mq;mq;mq;mq;2;mq;120;4;mq;240;5;mq;360;mq;mq;mq;
07558;20240301000000;101140;-20;5;290;5.800000;278.250000;277.050000;92;17830;61;mq;mq;mq;mq;mq;mq;mq;mq;92760;mq;mq;-820;mq;mq;mq;mq;277.650000;mq;mq;10.100000;10.100000;-10;mq;0.000000;mq;mq;0.400000;0.800000;0.800000;0.800000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20240301000000;100900;-100;7;350;1.000000;277.550000;276.650000;94;9080;0;mq;mq;mq;mq;mq;mq;mq;mq;99990;mq;mq;-910;mq;mq;mq;mq;279.250000;mq;mq;1.900000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20240301000000;mq;110;6;150;1.600000;280.850000;276.650000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;90770;92500;718;-660;mq;274.050000;mq;289.650000;mq;mq;mq;3.900000;3.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20240301000000;101660;150;3;250;3.300000;280.850000;280.450000;97;11870;60;mq;mq;100;8;450;mq;mq;mq;100940;mq;mq;-680;mq;mq;mq;mq;281.150000;mq;mq;5.600000;5.600000;-10;mq;0.000000;mq;mq;0.200000;1.000000;1.600000;3.000000;3.000000;mq;mq;mq;mq;1;mq;570;3;mq;930;7;mq;1230;mq;8;mq;
07621;20240301000000;101760;110;1;260;6.800000;278.650000;277.150000;90;4780;62;mq;mq;100;7;450;mq;mq;mq;97350;mq;mq;-630;mq;mq;mq;mq;278.250000;mq;mq;10.900000;10.900000;-10;2;0.000000;mq;mq;1.400000;4.800000;11.700000;16.700000;16.700000;mq;mq;mq;mq;3;mq;480;6;mq;660;7;mq;900;mq;mq;mq;
07627;20240301000000;101680;120;1;290;3.700000;278.850000;276.850000;87;18210;61;mq;mq;100;8;800;mq;mq;mq;96680;mq;mq;-730;mq;mq;mq;mq;278.850000;mq;mq;6.800000;7.400000;-10;2;0.000000;mq;mq;1.000000;4.200000;10.300000;10.300000;10.300000;mq;mq;mq;mq;8;mq;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20240301000000;101480;80;3;270;6.600000;281.250000;279.550000;89;54420;0;mq;mq;100;8;450;mq;mq;mq;99660;mq;mq;-830;mq;mq;mq;mq;281.450000;mq;mq;9.800000;11.800000;-10;1;0.000000;mq;mq;-0.100000;0.600000;1.400000;1.800000;mq;mq;mq;mq;mq;7;mq;450;8;mq;780;mq;mq;mq;mq;mq;mq;
07643;20240301000000;100880;-50;6;270;2.600000;284.350000;275.850000;56;60000;0;mq;mq;100;8;4620;mq;mq;mq;100780;mq;mq;-860;mq;mq;mq;mq;279.750000;mq;mq;3.600000;6.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;4620;8;mq;6480;mq;mq;mq;mq;mq;mq;
07650;20240301000000;100750;-220;7;90;1.100000;283.450000;280.350000;81;25050;0;mq;mq;100;8;4320;mq;mq;mq;100360;mq;mq;-780;mq;mq;mq;mq;281.050000;mq;mq;1.400000;2.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;8;mq;4320;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20240301000000;mq;mq;mq;290;4.800000;mq;mq;mq;15000;3;2;mq;75;6;1250;34;20;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.200000;7.700000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;1000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20240301000000;100610;-150;6;80;4.900000;287.650000;283.450000;76;50000;3;2;2;90;7;mq;30;27;mq;100300;mq;mq;-630;mq;mq;mq;mq;284.850000;mq;mq;6.300000;6.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;3;2100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20240301000000;101080;10;0;300;11.100000;283.150000;277.250000;67;58990;61;mq;mq;100;8;2250;mq;mq;mq;100550;mq;mq;-840;mq;mq;mq;mq;280.950000;mq;mq;17.700000;18.500000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;2160;8;mq;2940;mq;mq;mq;mq;mq;mq;
07761;20240301000000;100600;-120;8;0;0.000000;283.950000;283.350000;96;3250;51;mq;mq;100;8;450;mq;mq;mq;100490;mq;mq;-110;mq;mq;mq;mq;284.250000;mq;mq;0.000000;1.600000;-10;mq;0.000000;mq;mq;0.200000;2.400000;3.400000;5.800000;5.800000;mq;mq;mq;mq;1;mq;300;8;mq;750;mq;8;mq;mq;mq;mq;
07790;20240301000000;100520;-120;8;170;1.100000;284.350000;283.850000;97;18980;0;mq;mq;100;3;450;mq;mq;mq;100380;mq;mq;-570;mq;mq;mq;mq;285.050000;mq;mq;1.500000;3.000000;-10;mq;0.000000;mq;mq;0.600000;2.200000;2.800000;15.300000;16.700000;mq;mq;mq;mq;2;mq;420;3;mq;900;8;mq;1620;mq;mq;mq;
61970;20240301000000;100790;140;6;90;1.400000;300.450000;297.350000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100680;mq;mq;70;mq;299.850000;mq;306.050000;mq;mq;mq;mq;2.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20240301000000;100990;140;6;150;9.600000;301.350000;297.350000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100920;mq;mq;30;mq;299.850000;mq;304.950000;mq;mq;mq;mq;16.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20240301000000;100970;40;7;120;7.700000;301.250000;298.250000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100880;mq;mq;100;mq;299.350000;mq;306.050000;mq;mq;mq;mq;10.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;6.800000;6.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20240301000000;101290;-130;6;150;4.500000;297.150000;292.850000;77;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101140;mq;mq;170;mq;mq;mq;mq;mq;mq;mq;6.200000;6.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20240301000000;100190;260;8;340;9.300000;291.850000;291.650000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99850;mq;mq;-1510;mq;290.550000;mq;292.450000;mq;mq;mq;mq;12.800000;-10;mq;mq;mq;mq;0.200000;0.200000;0.400000;2.600000;4.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20240301000000;101830;60;8;30;2.100000;277.850000;274.650000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100030;mq;mq;1120;mq;276.450000;mq;279.750000;mq;mq;mq;mq;6.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20240301000000;100270;70;1;180;7.700000;276.850000;274.250000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99900;mq;mq;940;mq;mq;mq;mq;mq;mq;mq;mq;13.900000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20240301000000;100880;-140;6;340;1.500000;299.850000;298.650000;93;20000;0;mq;mq;mq;1;5220;mq;mq;mq;100800;mq;mq;110;mq;mq;mq;mq;mq;mq;mq;2.000000;2.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.800000;mq;mq;mq;mq;1;mq;5220;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20240301000000;100300;30;3;280;10.500000;272.850000;272.850000;100;1780;75;mq;mq;100;8;150;mq;mq;mq;100210;mq;mq;-2620;mq;mq;mq;mq;273.350000;mq;mq;16.400000;17.500000;-10;mq;mq;mq;mq;1.400000;2.600000;2.600000;2.600000;2.600000;mq;mq;mq;mq;4;mq;120;5;mq;240;7;mq;480;mq;mq;mq;
78894;20240301000000;101770;130;3;60;6.600000;298.950000;293.950000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101250;mq;mq;30;mq;298.050000;mq;303.850000;mq;mq;mq;9.400000;10.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20240301000000;101690;130;3;60;1.000000;296.550000;294.050000;86;26420;mq;mq;mq;mq;mq;mq;mq;mq;mq;101600;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;-0.100000;0.400000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20240301000000;101650;100;3;70;5.600000;299.650000;294.650000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;-10;mq;297.450000;mq;303.050000;mq;mq;mq;7.400000;7.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20240301000000;mq;130;3;50;1.500000;mq;mq;mq;54050;mq;mq;mq;mq;2;800;mq;mq;mq;101540;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;2.700000;3.700000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;mq;810;3;mq;1620;mq;mq;mq;mq;mq;mq;
81401;20240301000000;101260;110;3;60;0.800000;297.350000;295.250000;88;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;-80;mq;294.050000;mq;308.650000;mq;mq;mq;2.200000;2.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20240301000000;101300;120;1;30;2.800000;300.450000;296.450000;79;46590;0;mq;mq;100;1;800;mq;mq;mq;101210;mq;mq;-90;304.950000;mq;304.950000;mq;299.850000;mq;mq;4.300000;4.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;1;mq;750;8;mq;6120;mq;mq;mq;mq;mq;mq;
81415;20240301000000;101210;140;3;40;0.700000;300.450000;294.950000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100000;mq;mq;-80;mq;296.550000;mq;307.350000;mq;mq;mq;1.700000;2.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20240301000000;97230;30;1;150;12.300000;264.650000;251.250000;29;25000;2;1;1;75;0;8000;30;20;12;96690;mq;mq;mq;263.450000;mq;266.150000;mq;mq;mq;mq;19.500000;25.700000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;0;6300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20240301030000;100370;-50;8;190;1.600000;277.350000;276.350000;93;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99490;mq;mq;-940;mq;mq;mq;mq;275.150000;mq;mq;6.000000;6.000000;-10;1;0.000000;mq;mq;0.000000;0.000000;1.400000;2.800000;3.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20240301030000;100340;90;0;220;4.100000;278.450000;277.450000;93;30720;0;mq;mq;mq;1;450;mq;mq;mq;99770;mq;mq;-1010;mq;mq;mq;mq;277.150000;mq;mq;6.100000;6.200000;-10;1;0.000000;mq;mq;0.000000;0.400000;1.200000;1.200000;3.400000;mq;mq;mq;mq;1;mq;330;3;mq;3000;mq;mq;mq;mq;mq;mq;
07020;20240301030000;99840;-530;8;180;12.700000;280.750000;277.150000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99730;mq;mq;-1220;mq;mq;mq;mq;mq;mq;mq;18.100000;18.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;3.200000;11.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20240301030000;100390;-240;8;180;4.700000;276.950000;275.350000;89;44150;0;mq;mq;mq;1;6000;mq;mq;mq;99570;mq;mq;-910;mq;mq;mq;mq;280.050000;mq;mq;7.900000;8.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;3.200000;3.600000;mq;mq;mq;mq;1;mq;6000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20240301030000;100530;-110;7;210;6.100000;276.850000;276.450000;97;38100;0;mq;mq;mq;1;250;mq;mq;mq;98610;mq;mq;-880;mq;mq;mq;mq;278.950000;mq;mq;8.800000;8.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.200000;3.000000;5.000000;mq;mq;mq;mq;1;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20240301030000;100610;190;1;260;4.200000;279.850000;278.150000;89;20000;0;mq;mq;100;8;450;mq;mq;mq;99460;mq;mq;-1110;mq;mq;mq;mq;279.350000;mq;mq;7.500000;9.900000;-10;1;0.000000;mq;mq;-0.100000;0.200000;0.200000;0.600000;0.600000;mq;mq;mq;mq;2;mq;420;8;mq;720;mq;mq;mq;mq;mq;mq;
07110;20240301030000;99710;-750;6;260;9.500000;280.950000;279.850000;93;8340;61;mq;mq;100;8;150;mq;mq;mq;98540;mq;mq;-1480;mq;mq;mq;mq;275.350000;mq;mq;17.300000;25.300000;-10;2;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;mq;180;6;mq;450;7;mq;600;mq;9;mq;
07117;20240301030000;99540;-900;8;180;9.300000;280.050000;278.350000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98840;mq;mq;-1600;mq;mq;mq;mq;mq;mq;mq;16.100000;17.200000;-10;mq;mq;mq;mq;2.200000;2.200000;2.200000;2.400000;18.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20240301030000;100450;-460;8;190;6.700000;279.050000;276.250000;82;38510;0;mq;mq;100;8;3540;mq;mq;mq;100000;mq;mq;-990;mq;mq;mq;mq;277.650000;mq;mq;9.900000;9.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;2.700000;5.700000;mq;mq;mq;mq;5;mq;3540;8;mq;4140;mq;mq;mq;mq;mq;mq;
07139;20240301030000;100670;-190;8;180;2.900000;276.550000;275.650000;94;19990;0;mq;mq;mq;2;250;mq;mq;mq;98890;mq;mq;-840;mq;mq;mq;mq;280.650000;mq;mq;4.700000;6.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;2.200000;3.400000;mq;mq;mq;mq;2;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;
